customer_id,age,city,state,days_since_registration,total_orders,first_order_date,last_order_date,days_since_last_order,churn_flag,avg_delivery_delta,max_delivery_delta,pct_late_orders,avg_rating,min_rating,pct_cancelled_returned,total_clv,clv_tier,churn_probability
C00437,50,Delhi,Delhi,592,2,2024-11-06 00:00:00,2024-12-22 00:00:00,9,0,21.0,32,100.0,3.5,1.0,0.0,6900,High,0.47048098
C00438,26,Bengaluru,Karnataka,475,1,2023-06-24 00:00:00,2023-06-24 00:00:00,556,1,-5.0,-5,0.0,,,0.0,1880,Mid,0.91691864
C00440,22,Delhi,Delhi,318,3,2023-11-09 00:00:00,2024-10-27 00:00:00,65,0,60.0,72,100.0,3.5,2.0,0.0,9750,High,0.3436554
C00442,40,Delhi,Delhi,183,3,2023-09-10 00:00:00,2024-03-09 00:00:00,297,1,44.0,61,100.0,3.2,2.0,0.0,3960,Mid,0.3383238
C00443,49,Chennai,Tamil Nadu,400,3,2023-01-10 00:00:00,2024-03-24 00:00:00,282,1,49.5,70,100.0,2.75,1.0,0.0,1330,Low,0.56922674
C00444,54,Ahmedabad,Gujarat,379,1,2024-09-28 00:00:00,2024-09-28 00:00:00,94,1,12.0,12,100.0,4.0,3.0,0.0,1010,Low,0.7275286
C00445,47,Mumbai,Maharashtra,603,2,2023-07-26 00:00:00,2024-03-03 00:00:00,303,1,27.0,67,100.0,3.5,3.0,50.0,4870,Mid,0.4114875
C00446,45,Hyderabad,Telangana,25,1,2024-08-04 00:00:00,2024-08-04 00:00:00,149,1,22.0,22,100.0,4.0,4.0,0.0,2720,Mid,0.7330987
C00448,59,Bengaluru,Karnataka,677,1,2023-08-05 00:00:00,2023-08-05 00:00:00,514,1,4.0,4,100.0,,,100.0,450,Low,0.84507924
C00449,23,Delhi,Delhi,729,3,2023-06-29 00:00:00,2024-08-16 00:00:00,137,1,46.333333333333336,72,100.0,4.0,3.0,33.333333333333336,5850,Mid,0.5721416
C00451,25,Kolkata,West Bengal,20,1,2023-11-16 00:00:00,2023-11-16 00:00:00,411,1,54.0,54,100.0,5.0,5.0,0.0,2080,Mid,0.84457713
C00452,23,Delhi,Delhi,625,3,2023-02-04 00:00:00,2024-01-29 00:00:00,337,1,12.0,14,100.0,5.0,5.0,0.0,5710,Mid,0.59671485
C00453,26,Bengaluru,Karnataka,660,3,2023-04-04 00:00:00,2024-10-22 00:00:00,70,0,34.75,49,100.0,4.0,3.0,0.0,6070,High,0.48031712
C00454,28,Ahmedabad,Gujarat,371,2,2024-02-06 00:00:00,2024-04-02 00:00:00,273,1,28.0,36,100.0,5.0,5.0,50.0,3490,Mid,0.7611072
C00455,46,Hyderabad,Telangana,642,4,2023-03-31 00:00:00,2024-09-15 00:00:00,107,1,18.0,35,75.0,5.0,5.0,0.0,4660,Mid,0.5833704
C00456,42,Pune,Maharashtra,291,3,2024-01-27 00:00:00,2024-09-14 00:00:00,108,1,29.666666666666668,50,100.0,,,0.0,4190,Mid,0.5153198
C00457,23,Hyderabad,Telangana,164,1,2024-09-22 00:00:00,2024-09-22 00:00:00,100,1,65.0,65,100.0,,,100.0,3910,Mid,0.8203432
C00458,19,Chennai,Tamil Nadu,520,2,2023-03-17 00:00:00,2024-10-23 00:00:00,69,0,63.0,64,100.0,3.6666666666666665,3.0,0.0,1300,Low,0.34230632
C00459,43,Chennai,Tamil Nadu,69,1,2023-02-03 00:00:00,2023-02-03 00:00:00,697,1,22.0,22,100.0,4.0,3.0,0.0,1040,Low,0.78559405
C00460,33,Ahmedabad,Gujarat,77,1,2024-03-12 00:00:00,2024-03-12 00:00:00,294,1,26.0,26,100.0,3.5,3.0,0.0,1390,Low,0.7886918
C00461,18,Pune,Maharashtra,406,1,2023-04-01 00:00:00,2023-04-01 00:00:00,640,1,9.0,9,100.0,1.0,1.0,0.0,650,Low,0.81177276
C00462,52,Bengaluru,Karnataka,248,1,2023-07-27 00:00:00,2023-07-27 00:00:00,523,1,45.0,45,100.0,5.0,5.0,0.0,1910,Mid,0.7591279
C00463,34,Hyderabad,Telangana,690,1,2023-08-08 00:00:00,2023-08-08 00:00:00,511,1,56.0,56,100.0,4.333333333333333,4.0,300.0,1000,Low,0.82278347
C00464,50,Kolkata,West Bengal,297,3,2023-10-14 00:00:00,2024-04-24 00:00:00,251,1,30.333333333333332,59,100.0,4.5,4.0,0.0,3930,Mid,0.46982136
C00465,27,Chennai,Tamil Nadu,645,1,2024-08-11 00:00:00,2024-08-11 00:00:00,142,1,59.0,59,100.0,5.0,5.0,0.0,2190,Mid,0.78375584
C00466,27,Jaipur,Rajasthan,396,3,2023-07-27 00:00:00,2024-08-25 00:00:00,128,1,10.75,19,75.0,3.3333333333333335,3.0,66.66666666666667,6010,Mid,0.5093207
C00467,45,Hyderabad,Telangana,671,2,2023-02-27 00:00:00,2024-08-26 00:00:00,127,1,44.5,84,100.0,3.5,2.0,0.0,400,Low,0.81656593
C00468,57,Lucknow,Uttar Pradesh,674,1,2023-09-07 00:00:00,2023-09-07 00:00:00,481,1,46.0,46,100.0,,,0.0,1020,Low,0.8094783
C00469,26,Mumbai,Maharashtra,563,2,2023-08-19 00:00:00,2024-02-14 00:00:00,321,1,8.0,12,100.0,5.0,5.0,50.0,920,Low,0.5257418
C00470,34,Bengaluru,Karnataka,350,3,2023-01-11 00:00:00,2024-03-22 00:00:00,284,1,43.666666666666664,67,100.0,3.5,2.0,0.0,5260,Mid,0.6072735
C00471,19,Pune,Maharashtra,291,2,2023-03-24 00:00:00,2023-05-05 00:00:00,606,1,48.0,70,100.0,3.3333333333333335,3.0,0.0,4310,Mid,0.5508954
C00472,54,Delhi,Delhi,222,3,2023-07-23 00:00:00,2024-09-29 00:00:00,93,1,38.333333333333336,63,66.66666666666666,5.0,5.0,33.333333333333336,7900,High,0.4791896
C00473,54,Bengaluru,Karnataka,354,5,2023-04-03 00:00:00,2023-11-30 00:00:00,397,1,44.333333333333336,85,100.0,3.8,3.0,40.0,13560,High,0.62274694
C00474,25,Hyderabad,Telangana,209,1,2024-05-08 00:00:00,2024-05-08 00:00:00,237,1,14.0,14,100.0,3.0,3.0,0.0,870,Low,0.6624757
C00475,48,Pune,Maharashtra,338,5,2023-03-18 00:00:00,2024-08-23 00:00:00,130,1,29.0,57,100.0,4.0,4.0,0.0,13730,High,0.58857006
C00476,59,Kolkata,West Bengal,501,3,2023-04-15 00:00:00,2024-01-06 00:00:00,360,1,34.2,57,100.0,3.6,1.0,0.0,4980,Mid,0.47726533
C00477,38,Chennai,Tamil Nadu,651,3,2023-05-27 00:00:00,2024-07-04 00:00:00,180,1,59.0,68,100.0,4.0,3.0,0.0,6990,High,0.5836223
C00478,21,Bengaluru,Karnataka,502,2,2023-09-01 00:00:00,2024-01-03 00:00:00,363,1,42.5,65,100.0,5.0,5.0,0.0,3190,Mid,0.57778037
C00479,47,Chennai,Tamil Nadu,412,1,2023-12-04 00:00:00,2023-12-04 00:00:00,393,1,22.0,22,100.0,3.6666666666666665,3.0,0.0,2170,Mid,0.8059561
C00481,55,Ahmedabad,Gujarat,530,4,2023-06-01 00:00:00,2024-01-29 00:00:00,337,1,9.6,23,80.0,4.0,3.0,50.0,8550,High,0.4641101
C00482,44,Mumbai,Maharashtra,492,5,2023-06-03 00:00:00,2024-11-20 00:00:00,41,0,32.333333333333336,59,100.0,4.0,2.0,0.0,10110,High,0.20756257
C00483,18,Kolkata,West Bengal,416,1,2024-02-12 00:00:00,2024-02-12 00:00:00,323,1,27.0,27,100.0,2.5,1.0,0.0,3840,Mid,0.8001025
C00484,44,Ahmedabad,Gujarat,669,2,2024-02-09 00:00:00,2024-07-08 00:00:00,176,1,16.333333333333332,27,66.66666666666666,2.3333333333333335,1.0,0.0,6670,High,0.7251054
C00485,32,Jaipur,Rajasthan,308,1,2024-09-17 00:00:00,2024-09-17 00:00:00,105,1,2.0,2,100.0,3.0,1.0,0.0,2160,Mid,0.90875036
C00487,45,Bengaluru,Karnataka,488,1,2024-07-15 00:00:00,2024-07-15 00:00:00,169,1,47.0,47,100.0,,,0.0,230,Low,0.6836969
C00488,43,Pune,Maharashtra,405,2,2023-12-31 00:00:00,2024-12-19 00:00:00,12,0,41.5,48,100.0,4.0,4.0,0.0,6700,High,0.54086095
C00489,30,Bengaluru,Karnataka,132,2,2023-12-06 00:00:00,2024-04-16 00:00:00,259,1,40.0,69,100.0,3.5,3.0,0.0,2490,Mid,0.74732417
C00490,47,Pune,Maharashtra,314,1,2023-06-07 00:00:00,2023-06-07 00:00:00,573,1,54.0,54,100.0,4.0,4.0,0.0,1070,Low,0.8526483
C00491,31,Ahmedabad,Gujarat,415,2,2023-03-13 00:00:00,2023-10-03 00:00:00,455,1,43.5,79,100.0,1.0,1.0,50.0,2060,Mid,0.7698238
C00492,37,Lucknow,Uttar Pradesh,689,2,2023-04-17 00:00:00,2024-03-12 00:00:00,294,1,31.5,44,100.0,3.5,3.0,0.0,6470,High,0.6337191
C00493,33,Pune,Maharashtra,325,1,2024-09-11 00:00:00,2024-09-11 00:00:00,111,1,26.0,26,100.0,4.0,4.0,0.0,250,Low,0.9155516
C00495,47,Delhi,Delhi,587,3,2023-11-27 00:00:00,2024-07-13 00:00:00,171,1,30.4,35,100.0,3.2,1.0,0.0,6770,High,0.58679855
C00496,32,Bengaluru,Karnataka,528,2,2023-12-11 00:00:00,2024-04-28 00:00:00,247,1,54.0,57,100.0,1.0,1.0,0.0,3910,Mid,0.63412744
C00497,34,Delhi,Delhi,708,4,2023-06-15 00:00:00,2024-10-18 00:00:00,74,0,52.6,60,100.0,4.333333333333333,4.0,0.0,9190,High,0.20978074
C00498,23,Pune,Maharashtra,605,1,2024-09-30 00:00:00,2024-09-30 00:00:00,92,1,35.0,35,100.0,4.666666666666667,4.0,0.0,440,Low,0.9239426
C00499,54,Kolkata,West Bengal,326,2,2024-09-15 00:00:00,2024-11-19 00:00:00,42,0,41.333333333333336,44,100.0,5.0,5.0,0.0,2170,Mid,0.37166557
C00501,27,Mumbai,Maharashtra,102,5,2023-08-12 00:00:00,2024-12-13 00:00:00,18,0,28.8,54,100.0,4.0,3.0,0.0,10270,High,0.3098019
C00502,49,Kolkata,West Bengal,167,2,2023-04-15 00:00:00,2023-10-06 00:00:00,452,1,20.0,45,50.0,5.0,5.0,50.0,5240,Mid,0.5618247
C00503,26,Kolkata,West Bengal,526,2,2023-03-19 00:00:00,2024-03-31 00:00:00,275,1,28.0,34,100.0,3.5,3.0,100.0,4120,Mid,0.80157137
C00504,42,Pune,Maharashtra,239,1,2024-03-19 00:00:00,2024-03-19 00:00:00,287,1,31.0,31,100.0,2.0,2.0,0.0,1140,Low,0.8428012
C00505,50,Pune,Maharashtra,333,1,2023-05-22 00:00:00,2023-05-22 00:00:00,589,1,37.0,37,100.0,4.0,3.0,0.0,1450,Low,0.8829122
C00506,32,Mumbai,Maharashtra,443,2,2023-02-09 00:00:00,2023-08-03 00:00:00,516,1,27.666666666666668,38,100.0,3.0,2.0,0.0,5450,Mid,0.6402019
C00507,55,Hyderabad,Telangana,567,5,2023-04-10 00:00:00,2024-11-20 00:00:00,41,0,23.4,39,100.0,5.0,5.0,0.0,9820,High,0.2543997
C00508,21,Hyderabad,Telangana,141,2,2023-01-19 00:00:00,2023-10-02 00:00:00,456,1,7.25,35,25.0,4.25,4.0,0.0,2650,Mid,0.8344368
C00509,55,Pune,Maharashtra,16,3,2024-05-28 00:00:00,2024-11-08 00:00:00,53,0,19.0,33,75.0,5.0,5.0,33.333333333333336,4850,Mid,0.33720177
C00510,40,Lucknow,Uttar Pradesh,153,5,2023-01-26 00:00:00,2023-08-14 00:00:00,505,1,21.857142857142858,39,100.0,3.2,1.0,0.0,11010,High,0.3132868
C00511,49,Jaipur,Rajasthan,414,1,2023-02-20 00:00:00,2023-02-20 00:00:00,680,1,8.0,8,100.0,4.0,4.0,0.0,240,Low,0.65104276
C00512,32,Lucknow,Uttar Pradesh,506,3,2023-05-08 00:00:00,2024-03-22 00:00:00,284,1,29.0,37,100.0,5.0,5.0,33.333333333333336,4820,Mid,0.51945823
C00513,57,Hyderabad,Telangana,597,3,2023-06-23 00:00:00,2024-10-03 00:00:00,89,0,43.5,59,100.0,3.75,3.0,0.0,8930,High,0.3692034
C00514,27,Lucknow,Uttar Pradesh,9,2,2023-04-24 00:00:00,2024-10-01 00:00:00,91,1,47.5,52,100.0,5.0,5.0,50.0,8890,High,0.6975463
C00515,22,Pune,Maharashtra,9,4,2023-03-20 00:00:00,2024-12-31 00:00:00,0,0,47.5,68,100.0,4.333333333333333,3.0,0.0,7590,High,0.6637267
C00516,38,Bengaluru,Karnataka,569,4,2023-03-25 00:00:00,2024-06-03 00:00:00,211,1,41.166666666666664,49,100.0,4.6,4.0,75.0,3200,Mid,0.26555693
C00517,53,Lucknow,Uttar Pradesh,365,1,2024-06-26 00:00:00,2024-06-26 00:00:00,188,1,62.0,62,100.0,5.0,5.0,0.0,2180,Mid,0.7786282
C00518,36,Bengaluru,Karnataka,549,1,2023-02-19 00:00:00,2023-02-19 00:00:00,681,1,6.0,6,100.0,,,100.0,400,Low,0.51371723
C00519,54,Mumbai,Maharashtra,544,4,2023-05-07 00:00:00,2024-08-15 00:00:00,138,1,30.0,51,80.0,4.25,4.0,25.0,12100,High,0.65093195
C00520,24,Ahmedabad,Gujarat,586,3,2023-01-12 00:00:00,2024-08-09 00:00:00,144,1,53.666666666666664,80,100.0,,,33.333333333333336,6700,High,0.5652419
C00521,38,Bengaluru,Karnataka,79,3,2023-01-17 00:00:00,2024-08-30 00:00:00,123,1,24.25,51,100.0,4.0,3.0,33.333333333333336,7200,High,0.44765642
C00523,18,Mumbai,Maharashtra,335,3,2023-01-21 00:00:00,2024-10-22 00:00:00,70,0,42.285714285714285,60,100.0,3.857142857142857,2.0,0.0,5930,Mid,0.31210744
C00524,49,Kolkata,West Bengal,371,1,2024-02-06 00:00:00,2024-02-06 00:00:00,329,1,28.0,28,100.0,,,0.0,1480,Low,0.80793536
C00525,54,Hyderabad,Telangana,564,6,2023-02-26 00:00:00,2024-10-09 00:00:00,83,0,19.0,42,66.66666666666666,4.0,1.0,16.666666666666668,9260,High,0.089918025
C00526,38,Chennai,Tamil Nadu,623,1,2024-06-12 00:00:00,2024-06-12 00:00:00,202,1,61.0,61,100.0,,,100.0,1560,Low,0.7227022
C00528,48,Mumbai,Maharashtra,289,2,2024-08-15 00:00:00,2024-10-05 00:00:00,87,0,26.0,42,100.0,3.3333333333333335,2.0,0.0,5300,Mid,0.48704773
C00529,24,Pune,Maharashtra,520,2,2023-04-08 00:00:00,2023-04-20 00:00:00,621,1,39.333333333333336,52,100.0,2.6666666666666665,1.0,150.0,4690,Mid,0.78071123
C00530,52,Chennai,Tamil Nadu,54,2,2024-01-19 00:00:00,2024-08-30 00:00:00,123,1,38.166666666666664,44,100.0,3.6,1.0,0.0,3670,Mid,0.6717856
C00532,45,Delhi,Delhi,429,4,2023-08-13 00:00:00,2024-02-23 00:00:00,312,1,47.0,58,100.0,4.5,4.0,25.0,4260,Mid,0.3297686
C00533,31,Bengaluru,Karnataka,77,3,2023-02-21 00:00:00,2024-12-28 00:00:00,3,0,20.0,21,100.0,4.0,4.0,0.0,7280,High,0.37598562
C00534,37,Kolkata,West Bengal,248,1,2024-11-01 00:00:00,2024-11-01 00:00:00,60,0,-3.0,-3,0.0,1.5,1.0,0.0,0,Low,0.85872746
C00535,42,Bengaluru,Karnataka,351,2,2023-09-04 00:00:00,2024-03-10 00:00:00,296,1,47.0,51,100.0,,,50.0,2090,Mid,0.66935503
C00536,34,Ahmedabad,Gujarat,254,3,2023-11-30 00:00:00,2024-10-12 00:00:00,80,0,43.5,60,100.0,3.0,2.0,33.333333333333336,2050,Mid,0.3833331
C00537,27,Delhi,Delhi,643,2,2023-03-05 00:00:00,2024-12-12 00:00:00,19,0,13.5,18,100.0,3.0,3.0,50.0,5750,Mid,0.3659983
C00538,55,Hyderabad,Telangana,164,3,2023-02-07 00:00:00,2024-07-26 00:00:00,158,1,26.666666666666668,35,100.0,3.0,2.0,33.333333333333336,7310,High,0.42287582
C00539,52,Ahmedabad,Gujarat,144,3,2023-06-06 00:00:00,2024-12-08 00:00:00,23,0,58.0,63,100.0,4.0,4.0,0.0,2580,Mid,0.2688688
C00540,20,Jaipur,Rajasthan,146,1,2024-01-01 00:00:00,2024-01-01 00:00:00,365,1,31.0,31,100.0,,,0.0,3060,Mid,0.72840816
C00541,46,Bengaluru,Karnataka,559,1,2024-12-24 00:00:00,2024-12-24 00:00:00,7,0,8.0,8,100.0,4.0,4.0,100.0,2460,Mid,0.26358077
C00542,23,Kolkata,West Bengal,524,1,2023-10-25 00:00:00,2023-10-25 00:00:00,433,1,10.0,10,100.0,3.0,3.0,0.0,0,Low,0.7076454
C00544,35,Jaipur,Rajasthan,261,2,2023-06-29 00:00:00,2023-08-02 00:00:00,517,1,38.0,45,100.0,4.0,4.0,0.0,2410,Mid,0.60336024
C00545,44,Delhi,Delhi,306,2,2023-11-06 00:00:00,2024-04-23 00:00:00,252,1,44.5,89,50.0,1.0,1.0,0.0,9630,High,0.7294196
C00546,24,Delhi,Delhi,154,3,2023-10-29 00:00:00,2024-01-31 00:00:00,335,1,43.666666666666664,53,100.0,2.0,2.0,0.0,3080,Mid,0.45590726
C00547,44,Chennai,Tamil Nadu,338,3,2023-03-17 00:00:00,2024-04-20 00:00:00,255,1,36.75,63,100.0,2.6666666666666665,1.0,0.0,10250,High,0.5291394
C00548,29,Chennai,Tamil Nadu,318,1,2023-12-03 00:00:00,2023-12-03 00:00:00,394,1,58.0,58,100.0,2.0,2.0,0.0,1570,Low,0.61264986
C00549,43,Mumbai,Maharashtra,325,4,2023-02-07 00:00:00,2024-09-05 00:00:00,117,1,20.25,47,50.0,3.0,2.0,0.0,5650,Mid,0.23317908
C00553,44,Ahmedabad,Gujarat,202,3,2023-03-28 00:00:00,2024-01-22 00:00:00,344,1,40.0,56,100.0,4.0,4.0,0.0,3190,Mid,0.4903209
C00554,22,Chennai,Tamil Nadu,4,2,2023-04-05 00:00:00,2024-07-06 00:00:00,178,1,20.75,35,100.0,4.5,3.0,0.0,880,Low,0.8378116
C00555,51,Lucknow,Uttar Pradesh,701,6,2023-06-27 00:00:00,2024-09-02 00:00:00,120,1,36.125,57,100.0,4.285714285714286,1.0,16.666666666666668,8180,High,0.42650244
C00556,33,Mumbai,Maharashtra,263,2,2023-04-01 00:00:00,2024-12-14 00:00:00,17,0,51.0,56,100.0,4.0,3.0,0.0,3490,Mid,0.5531281
C00558,56,Ahmedabad,Gujarat,549,2,2023-07-17 00:00:00,2023-12-03 00:00:00,394,1,49.0,70,100.0,4.25,4.0,0.0,2250,Mid,0.71589863
C00559,28,Chennai,Tamil Nadu,25,3,2023-01-15 00:00:00,2024-07-20 00:00:00,164,1,31.0,53,100.0,4.5,4.0,0.0,4450,Mid,0.37488338
C00560,28,Lucknow,Uttar Pradesh,511,3,2023-04-08 00:00:00,2024-07-03 00:00:00,181,1,47.333333333333336,76,100.0,4.333333333333333,4.0,0.0,6000,Mid,0.67660475
C00562,56,Mumbai,Maharashtra,501,2,2023-02-17 00:00:00,2024-06-20 00:00:00,194,1,29.5,40,100.0,,,0.0,2780,Mid,0.6020562
C00563,59,Chennai,Tamil Nadu,297,2,2023-03-24 00:00:00,2024-10-22 00:00:00,70,0,11.666666666666666,23,100.0,2.0,1.0,100.0,2730,Mid,0.34270543
C00566,37,Delhi,Delhi,237,3,2023-07-01 00:00:00,2024-07-29 00:00:00,155,1,58.8,77,100.0,3.75,3.0,0.0,4660,Mid,0.46664312
C00567,35,Chennai,Tamil Nadu,59,3,2024-04-26 00:00:00,2024-12-10 00:00:00,21,0,37.5,47,100.0,4.666666666666667,4.0,66.66666666666667,1340,Low,0.25687927
C00568,33,Mumbai,Maharashtra,116,1,2023-11-29 00:00:00,2023-11-29 00:00:00,398,1,49.0,49,100.0,,,0.0,2040,Mid,0.6913411
C00569,59,Ahmedabad,Gujarat,428,2,2023-03-30 00:00:00,2023-09-20 00:00:00,468,1,23.5,29,100.0,,,50.0,5050,Mid,0.48580524
C00570,20,Lucknow,Uttar Pradesh,5,1,2024-11-07 00:00:00,2024-11-07 00:00:00,54,0,60.0,60,100.0,,,0.0,1940,Mid,0.43985656
C00572,28,Jaipur,Rajasthan,545,2,2023-02-02 00:00:00,2024-08-04 00:00:00,149,1,8.75,26,100.0,4.333333333333333,4.0,0.0,4810,Mid,0.63989854
C00573,34,Jaipur,Rajasthan,543,3,2023-06-27 00:00:00,2024-10-26 00:00:00,66,0,24.75,90,50.0,4.333333333333333,4.0,66.66666666666667,990,Low,0.11707394
C00574,37,Kolkata,West Bengal,391,1,2024-08-23 00:00:00,2024-08-23 00:00:00,130,1,19.0,19,100.0,5.0,5.0,0.0,1660,Low,0.80173093
C00575,25,Ahmedabad,Gujarat,676,1,2024-09-11 00:00:00,2024-09-11 00:00:00,111,1,4.0,4,100.0,,,0.0,1260,Low,0.7834491
C00576,30,Jaipur,Rajasthan,608,1,2024-10-18 00:00:00,2024-10-18 00:00:00,74,0,29.0,29,100.0,3.6666666666666665,3.0,300.0,2700,Mid,0.4048982
C00577,27,Bengaluru,Karnataka,525,2,2023-01-20 00:00:00,2024-02-15 00:00:00,320,1,32.0,37,100.0,4.0,3.0,0.0,3820,Mid,0.64174515
C00578,47,Bengaluru,Karnataka,407,2,2023-11-25 00:00:00,2024-09-16 00:00:00,106,1,34.0,73,50.0,2.0,2.0,0.0,940,Low,0.6816073
C00579,29,Pune,Maharashtra,81,1,2023-03-26 00:00:00,2023-03-26 00:00:00,646,1,11.0,11,100.0,5.0,5.0,0.0,0,Low,0.8387355
C00580,28,Lucknow,Uttar Pradesh,568,1,2024-07-15 00:00:00,2024-07-15 00:00:00,169,1,26.0,26,100.0,,,0.0,600,Low,0.7239872
C00581,58,Kolkata,West Bengal,317,3,2023-04-25 00:00:00,2023-10-01 00:00:00,457,1,18.0,23,100.0,4.0,4.0,0.0,4720,Mid,0.51138014
C00582,52,Hyderabad,Telangana,348,1,2023-05-06 00:00:00,2023-05-06 00:00:00,605,1,11.0,11,100.0,1.0,1.0,100.0,2110,Mid,0.7587704
C00585,36,Ahmedabad,Gujarat,198,3,2023-03-21 00:00:00,2024-03-15 00:00:00,291,1,31.2,33,100.0,3.8,2.0,0.0,3380,Mid,0.45904386
C00586,26,Pune,Maharashtra,229,1,2023-01-24 00:00:00,2023-01-24 00:00:00,707,1,1.0,1,100.0,5.0,5.0,0.0,850,Low,0.9400999
C00587,43,Mumbai,Maharashtra,497,1,2023-09-08 00:00:00,2023-09-08 00:00:00,480,1,10.0,10,100.0,,,100.0,2590,Mid,0.7443607
C00589,58,Chennai,Tamil Nadu,183,3,2023-04-16 00:00:00,2024-02-02 00:00:00,333,1,22.0,34,100.0,4.0,3.0,33.333333333333336,5330,Mid,0.33033508
C00590,60,Delhi,Delhi,61,3,2023-05-12 00:00:00,2024-08-09 00:00:00,144,1,45.666666666666664,66,100.0,4.0,3.0,0.0,6220,High,0.33777297
C00591,42,Delhi,Delhi,170,3,2023-11-18 00:00:00,2024-11-26 00:00:00,35,0,15.666666666666666,29,100.0,5.0,5.0,33.333333333333336,2680,Mid,0.29789078
C00592,58,Mumbai,Maharashtra,422,2,2024-07-03 00:00:00,2024-07-08 00:00:00,176,1,46.5,59,100.0,,,0.0,2110,Mid,0.6149268
C00594,24,Ahmedabad,Gujarat,527,3,2023-01-18 00:00:00,2023-10-01 00:00:00,457,1,39.666666666666664,76,66.66666666666666,5.0,5.0,0.0,5080,Mid,0.7631023
C00595,30,Pune,Maharashtra,10,1,2024-06-26 00:00:00,2024-06-26 00:00:00,188,1,46.0,46,100.0,5.0,5.0,100.0,440,Low,0.81928414
C00596,49,Hyderabad,Telangana,26,2,2023-02-12 00:00:00,2024-09-26 00:00:00,96,1,50.0,79,100.0,2.5,2.0,0.0,9090,High,0.7414708
C00597,60,Delhi,Delhi,617,1,2024-02-26 00:00:00,2024-02-26 00:00:00,309,1,17.0,17,100.0,4.0,3.0,0.0,2800,Mid,0.84976315
C00598,50,Delhi,Delhi,627,3,2023-04-16 00:00:00,2023-07-25 00:00:00,525,1,18.333333333333332,49,100.0,3.2,1.0,0.0,6000,Mid,0.56698865
C00599,36,Chennai,Tamil Nadu,255,1,2023-01-22 00:00:00,2023-01-22 00:00:00,709,1,8.0,8,100.0,,,0.0,1940,Mid,0.7331055
C00600,36,Pune,Maharashtra,37,1,2024-07-09 00:00:00,2024-07-09 00:00:00,175,1,59.0,59,100.0,3.0,3.0,0.0,990,Low,0.73016626
C00601,20,Mumbai,Maharashtra,589,1,2024-01-16 00:00:00,2024-01-16 00:00:00,350,1,26.0,26,100.0,,,0.0,420,Low,0.80218595
C00602,57,Chennai,Tamil Nadu,635,3,2023-09-12 00:00:00,2024-11-02 00:00:00,59,0,26.666666666666668,44,100.0,,,0.0,810,Low,0.3508276
C00603,43,Ahmedabad,Gujarat,452,1,2023-09-01 00:00:00,2023-09-01 00:00:00,487,1,27.0,27,100.0,,,0.0,4460,Mid,0.7469479
C00604,28,Delhi,Delhi,595,1,2023-04-04 00:00:00,2023-04-04 00:00:00,637,1,18.0,18,100.0,4.5,4.0,0.0,5320,Mid,0.8737403
C00605,55,Ahmedabad,Gujarat,148,4,2023-02-06 00:00:00,2023-09-13 00:00:00,475,1,14.666666666666666,50,100.0,4.5,4.0,25.0,4980,Mid,0.44260088
C00606,57,Mumbai,Maharashtra,30,2,2023-04-16 00:00:00,2023-05-27 00:00:00,584,1,11.666666666666666,45,33.33333333333333,4.333333333333333,4.0,0.0,3120,Mid,0.7833973
C00607,44,Ahmedabad,Gujarat,683,2,2023-05-31 00:00:00,2023-10-11 00:00:00,447,1,55.666666666666664,67,100.0,2.6666666666666665,1.0,0.0,430,Low,0.7233829
C00608,51,Lucknow,Uttar Pradesh,152,3,2023-10-15 00:00:00,2024-12-01 00:00:00,30,0,38.333333333333336,72,100.0,,,0.0,2870,Mid,0.24303298
C00609,57,Delhi,Delhi,287,2,2023-11-17 00:00:00,2023-12-08 00:00:00,389,1,44.333333333333336,45,100.0,4.0,3.0,0.0,10000,High,0.6281018
C00610,59,Kolkata,West Bengal,578,2,2024-03-01 00:00:00,2024-06-21 00:00:00,193,1,31.4,65,100.0,3.5,2.0,0.0,2630,Mid,0.67017734
C00611,28,Jaipur,Rajasthan,250,2,2023-01-13 00:00:00,2024-01-11 00:00:00,355,1,27.0,57,50.0,4.0,4.0,50.0,6580,High,0.70236945
C00612,38,Hyderabad,Telangana,392,4,2024-02-06 00:00:00,2024-07-19 00:00:00,165,1,34.25,58,100.0,5.0,5.0,0.0,8970,High,0.36408782
C00613,59,Kolkata,West Bengal,318,2,2023-11-17 00:00:00,2024-11-20 00:00:00,41,0,29.5,64,50.0,4.0,4.0,0.0,2430,Mid,0.3322625
C00614,54,Ahmedabad,Gujarat,640,4,2023-04-23 00:00:00,2023-08-07 00:00:00,512,1,36.6,63,100.0,4.5,3.0,0.0,3550,Mid,0.37109607
C00615,49,Mumbai,Maharashtra,625,1,2023-11-30 00:00:00,2023-11-30 00:00:00,397,1,5.0,5,100.0,4.333333333333333,4.0,0.0,3550,Mid,0.9016845
C00616,18,Delhi,Delhi,112,2,2023-08-23 00:00:00,2024-09-23 00:00:00,99,1,26.666666666666668,42,66.66666666666666,2.5,1.0,0.0,3760,Mid,0.74775195
C00617,59,Ahmedabad,Gujarat,381,2,2023-08-29 00:00:00,2024-03-04 00:00:00,302,1,54.0,68,100.0,4.333333333333333,4.0,0.0,2800,Mid,0.6439969
