customer_id,churn_probability,clv_tier,total_clv,avg_delivery_delta,intervene_flag,recommended_voucher_amount,estimated_clv_at_risk,intervention_roi
C02668,0.65701056,High,10480,54.5,1,80,6885.470668800001,2852.054661035172
C02669,0.46190363,High,9970,57.0,0,0,4605.1791911,0.0
C02670,0.5423811,Mid,2210,6.0,0,0,1198.6622309999998,0.0
C02671,0.80617136,Mid,4850,14.0,1,80,3909.931096,847.3207835392367
C02672,0.51080376,Mid,4380,46.66666666666666,1,40,2237.3204688,2636.221902529993
C02673,0.93495196,Mid,4260,1.0,0,0,3982.8953496,0.0
C02674,0.75823903,Mid,3980,12.666666666666666,1,80,3017.7913394,811.9802018386789
C02675,0.5380405,Low,1480,27.5,0,0,796.29994,0.0
C02676,0.51289356,Mid,3000,33.5,1,40,1538.68068,1773.753170828948
C02677,0.2615373,Mid,2130,50.66666666666666,0,0,557.074449,0.0
C02678,0.81044084,Mid,2900,25.0,1,80,2350.278436,456.8960076178421
C02680,0.4628433,Mid,6000,17.666666666666668,0,0,2777.0598,0.0
C02681,0.43473652,Mid,5270,23.2,0,0,2291.0614604,0.0
C02683,0.8300307,Mid,3170,34.0,1,80,2631.197319,459.0284580903833
C02684,0.5969487,Low,1250,26.0,0,0,746.185875,0.0
C02685,0.811149,Low,1490,31.0,0,0,1208.61201,0.0
C02686,0.71332335,Mid,2490,52.0,1,80,1776.1751415,536.48492422312
C02688,0.88764995,Low,150,6.0,0,0,133.1474925,0.0
C02689,0.83380264,Low,760,26.0,0,0,633.6900064,0.0
C02690,0.7617742,Low,1080,-5.0,0,0,822.716136,0.0
C02691,0.45856178,Mid,2870,32.42857142857143,0,0,1316.0723085999998,0.0
C02692,0.34978953,Mid,2120,39.4,0,0,741.5538036,0.0
C02693,0.43662068,Mid,3330,63.333333333333336,0,0,1453.9468643999999,0.0
C02694,0.9533643,Low,720,-4.0,0,0,686.4222960000001,0.0
C02695,0.49928927,Mid,2740,25.0,0,0,1368.0525998,0.0
C02696,0.6946153,Low,290,24.25,0,0,201.43843700000002,0.0
C02697,0.39161533,Mid,3670,53.0,0,0,1437.2282610999998,0.0
C02698,0.4112065,High,9650,32.75,0,0,3968.1427249999997,0.0
C02699,0.54076356,Mid,4890,33.5,1,40,2644.3338084,2935.9361108531452
C02700,0.57067597,Mid,2270,51.66666666666666,1,40,1295.4344519,1290.4028487263731
C02702,0.8563799,Low,380,56.0,0,0,325.424362,0.0
C02704,0.63422954,Low,1090,43.0,0,0,691.3101986,0.0
C02705,0.77829397,Mid,2020,9.0,0,0,1572.1538194,0.0
C02706,0.70581543,Mid,2380,17.0,1,80,1679.8407234000001,517.7290261023974
C02707,0.3215773,Mid,3930,44.0,0,0,1263.798789,0.0
C02708,0.5523859,Mid,2500,23.5,0,0,1380.9647499999999,0.0
C02709,0.22940734,High,8860,34.333333333333336,0,0,2032.5490324,0.0
C02711,0.307905,Mid,3590,20.75,0,0,1105.37895,0.0
C02712,0.5120726,Mid,5770,-1.3333333333333333,0,0,2954.658902,0.0
C02713,0.7225864,High,12410,33.5,1,150,8967.297224,1558.4334701198977
C02714,0.13786042,High,12430,32.125,0,0,1713.6050206000002,0.0
C02715,0.28361273,High,7210,42.0,0,0,2044.8477833,0.0
C02716,0.49943167,Mid,4610,42.25,0,0,2302.3799986999998,0.0
C02717,0.7965373,Mid,3410,34.0,1,80,2716.192193,590.8047466333765
C02718,0.8323543,Mid,2690,81.0,0,0,2239.033067,0.0
C02719,0.7525824,Low,650,49.0,0,0,489.17856,0.0
C02722,0.50594234,Mid,1980,38.5,1,40,1001.7658332000001,1137.3252085468557
C02723,0.4919404,Mid,1980,48.5,0,0,974.041992,0.0
C02724,0.72974163,Mid,4720,34.0,1,80,3444.3804936,1063.5908223251643
C02725,0.48877746,Mid,3940,43.0,0,0,1925.7831924,0.0
C02726,0.56704074,Low,1390,22.0,0,0,788.1866286000001,0.0
C02727,0.43113092,Mid,2220,21.5,0,0,957.1106424,0.0
C02728,0.7785491,Low,1770,6.0,0,0,1378.031907,0.0
C02729,0.9218566,Mid,4650,-5.0,0,0,4286.6331900000005,0.0
C02730,0.7469156,High,6660,7.833333333333333,1,150,4974.457896,739.3051279562815
C02731,0.21924984,Mid,3630,27.6,0,0,795.8769192,0.0
C02733,0.520786,Mid,5030,18.0,0,0,2619.55358,0.0
C02734,0.5417853,Mid,2380,53.0,1,40,1289.449014,1377.1112327882645
C02735,0.20848028,Mid,4710,3.5,0,0,981.9421188,0.0
C02736,0.8325654,Low,660,17.0,0,0,549.493164,0.0
C02737,0.35267097,Mid,5850,25.4,0,0,2063.1251745,0.0
C02738,0.58679634,Mid,4190,23.0,0,0,2458.6766646,0.0
C02739,0.3157286,Low,1230,63.0,0,0,388.346178,0.0
C02741,0.32421634,Mid,5510,17.6,0,0,1786.4320334,0.0
C02742,0.6953109,Mid,5480,33.0,1,40,3810.303732,2802.395037074303
C02744,0.84764785,Mid,2860,26.0,0,0,2424.2728509999997,0.0
C02745,0.34626743,High,7610,29.8,0,0,2635.0951422999997,0.0
C02746,0.4998025,Mid,4260,5.833333333333333,0,0,2129.15865,0.0
C02748,0.501277,Mid,3380,41.5,1,40,1694.3162599999998,2012.4862203399498
C02749,0.12425759,High,6050,29.0,0,0,751.7584195000001,0.0
C02750,0.6221679,High,10000,14.6,1,80,6221.679,2838.437552619875
C02751,0.7579757,Mid,3720,37.0,1,80,2819.669604,753.0357026742214
C02752,0.19980751,High,8750,29.88888888888889,0,0,1748.3157125,0.0
C02753,0.54618007,Mid,4190,45.75,1,40,2288.4944933,2496.4110268869786
C02754,0.40899554,Mid,3160,27.4,0,0,1292.4259064,0.0
C02756,0.90639406,Mid,2000,-5.0,0,0,1812.78812,0.0
C02757,0.6773945,Low,1320,35.142857142857146,0,0,894.16074,0.0
C02758,0.43618533,Mid,5390,47.5,0,0,2351.0389287,0.0
C02759,0.30300605,Mid,1880,48.888888888888886,0,0,569.651374,0.0
C02760,0.6324063,High,7130,25.5,1,80,4509.056919,1971.876145457263
C02762,0.62660193,High,14790,36.69230769230769,1,80,9267.4425447,4225.556450033587
C02764,0.36007687,Mid,4220,16.333333333333332,0,0,1519.5243914,0.0
C02765,0.5634896,Mid,4900,11.333333333333334,0,0,2761.09904,0.0
C02766,0.5737551,Mid,1940,38.5,1,40,1113.0848939999998,1086.1168983363514
C02767,0.45723325,Mid,4200,47.333333333333336,0,0,1920.3796499999999,0.0
C02768,0.6170904,High,6910,40.4,1,80,4264.094664,1940.953477692968
C02769,0.4352471,High,10920,28.0,0,0,4752.898332,0.0
C02770,0.60065496,Low,1330,30.0,0,0,798.8710967999999,0.0
C02771,0.5928588,Mid,4150,-5.0,0,0,2460.36402,0.0
C02772,0.18700321,Mid,3170,21.5,0,0,592.8001757,0.0
C02773,0.31454727,Low,660,37.5,0,0,207.6011982,0.0
C02775,0.2308293,Mid,1860,25.8,0,0,429.342498,0.0
C02776,0.40523157,High,10050,17.333333333333332,0,0,4072.5772785,0.0
C02779,0.61096746,Mid,4930,25.5,0,0,3012.0695778,0.0
C02780,0.6005455,High,8810,47.57142857142857,1,80,5290.805855,2541.795259257622
C02781,0.57956386,Mid,2360,40.0,1,40,1367.7707096000001,1337.6505938732123
C02783,0.65508014,Mid,5750,24.5,0,0,3766.710805,0.0
C02784,0.2168268,High,12170,63.5,0,0,2638.7821559999998,0.0
C02785,0.74897844,High,6230,55.0,1,150,4666.1356812,680.8671052443244
C02786,0.45434988,Mid,4400,25.0,0,0,1999.1394719999998,0.0
C02788,0.74728364,Mid,2680,42.0,1,80,2002.7201552000001,532.6501846509739
C02789,0.6419498,Mid,3380,36.0,1,40,2169.790324,1842.2346486656618
C02790,0.8149273,Mid,2990,25.0,1,80,2436.632627,463.6927239837286
C02791,0.9562747,Low,540,1.0,0,0,516.388338,0.0
C02792,0.08491338,High,10030,40.66666666666666,0,0,851.6812014,0.0
C02793,0.4513524,High,10370,15.0,0,0,4680.524388,0.0
C02795,0.3027919,Mid,5430,23.33333333333333,0,0,1644.160017,0.0
C02796,0.67585856,Mid,4200,30.666666666666668,1,40,2838.605952,2200.2745521846273
C02797,0.7128771,Low,1080,18.5,0,0,769.907268,0.0
C02798,0.53257847,High,8350,28.0,1,80,4447.0302245,2498.2970893650418
C02800,0.42599386,Mid,4510,34.5,0,0,1921.2323086,0.0
C02801,0.51678866,High,9340,26.25,1,80,4826.8060844,2815.4592949538464
C02802,0.88334024,Mid,3650,75.0,0,0,3224.191876,0.0
C02803,0.76665395,Low,390,46.333333333333336,0,0,298.9950405,0.0
C02805,0.36217296,High,9600,22.5,0,0,3476.860416,0.0
C02806,0.4897728,Mid,5730,19.0,0,0,2806.3981440000002,0.0
C02807,0.18219072,Mid,2830,14.0,0,0,515.5997376,0.0
C02809,0.26231107,Mid,3000,38.71428571428572,0,0,786.9332099999999,0.0
C02810,0.6133081,Low,330,4.5,0,0,202.391673,0.0
C02812,0.64346534,Low,300,14.0,0,0,193.039602,0.0
C02814,0.69216794,Mid,4160,35.0,1,40,2879.4186304,2115.9434214960265
C02815,0.79146475,Mid,2370,93.0,0,0,1875.7714575000002,0.0
C02816,0.7395853,Low,110,25.0,0,0,81.354383,0.0
C02817,0.5265035,Low,540,82.0,0,0,284.31189,0.0
C02818,0.2048156,High,11400,26.666666666666668,0,0,2334.8978399999996,0.0
C02819,0.42277285,Mid,3860,37.333333333333336,0,0,1631.9032009999999,0.0
C02820,0.56396884,Mid,4740,2.6666666666666665,0,0,2673.2123016,0.0
C02821,0.76790327,Mid,2960,64.5,1,80,2272.9936792,559.4430003162361
C02822,0.421939,Mid,4280,28.0,0,0,1805.89892,0.0
C02823,0.5079533,Mid,4720,32.0,1,40,2397.539576,2849.2535912254975
C02824,0.77226114,Mid,2190,4.0,0,0,1691.2518966,0.0
C02826,0.82702327,Low,1260,35.0,0,0,1042.0493202,0.0
C02827,0.6794559,Mid,3190,51.75,1,40,2167.464321,1636.9197501426402
C02828,0.3271235,Mid,5530,20.5,0,0,1808.9929550000002,0.0
C02830,0.67054826,Mid,2200,16.0,0,0,1475.206172,0.0
C02832,0.2756014,Mid,4000,17.0,0,0,1102.4056,0.0
C02833,0.46389097,High,11110,30.375,0,0,5153.8286767,0.0
C02834,0.74622303,Mid,4550,59.0,1,80,3395.3147865,977.0658733927087
C02835,0.89269,Low,1600,0.0,0,0,1428.304,0.0
C02836,0.45801467,High,13680,35.833333333333336,0,0,6265.6406856,0.0
C02837,0.5210901,High,8270,42.333333333333336,1,80,4309.415127,2479.7769594125716
C02838,0.7152364,High,6470,36.0,1,150,4627.579508,778.5107999895391
C02839,0.7331349,Mid,4890,-3.0,1,80,3585.029661,1095.8991237321636
C02840,0.49703565,Mid,1850,25.5,0,0,919.5159525,0.0
C02842,0.37147287,Mid,3960,38.0,0,0,1471.0325652000001,0.0
C02843,0.5980971,Mid,4610,31.0,1,40,2757.227631,2670.3444521475744
C02844,0.5263934,Mid,3490,17.0,0,0,1837.1129660000001,0.0
C02847,0.7618249,Low,640,34.0,0,0,487.56793600000003,0.0
C02848,0.7986988,Low,1560,18.0,0,0,1245.9701280000002,0.0
C02849,0.3208944,High,7490,33.0,0,0,2403.499056,0.0
C02850,0.84851605,Low,1680,16.0,0,0,1425.506964,0.0
C02851,0.7209335,Mid,2220,44.0,1,80,1600.47237,458.2977783032563
C02852,0.57029945,Low,950,28.5,0,0,541.7844775000001,0.0
C02853,0.91566813,Low,0,36.0,0,0,0.0,0.0
C02854,0.70299083,Low,1220,24.0,0,0,857.6488125999999,0.0
C02856,0.7914545,Low,230,48.0,0,0,182.03453499999998,0.0
C02857,0.3282473,Mid,4100,8.5,0,0,1345.81393,0.0
C02858,0.43292913,High,7770,37.0,0,0,3363.8593401,0.0
C02859,0.5404964,Mid,2830,26.0,0,0,1529.604812,0.0
C02860,0.37228954,High,12790,34.285714285714285,0,0,4761.5832166,0.0
C02861,0.6257687,Mid,2600,-4.0,0,0,1626.9986199999998,0.0
C02862,0.80567116,High,8240,70.0,1,150,6638.7303584,760.0645130804373
C02863,0.53511965,Mid,5060,38.66666666666666,1,40,2707.7054289999996,3046.8976188260503
C02864,0.45274687,Low,910,29.33333333333333,0,0,411.9996517,0.0
C02865,0.75849545,Low,1350,12.0,0,0,1023.9688574999999,0.0
C02866,0.55505073,High,7250,25.285714285714285,1,80,4024.1177925,2138.160342708608
C02867,0.28037408,High,7920,32.0,0,0,2220.5627136000003,0.0
C02868,0.43571204,Low,1050,47.0,0,0,457.49764200000004,0.0
C02869,0.62571996,High,8390,21.0,1,80,5249.7904644,2356.1147312590633
C02870,0.56342286,Mid,4030,61.0,1,40,2270.5941258,2378.2237238564103
C02871,0.8268123,Mid,2110,-5.0,0,0,1744.5739529999998,0.0
C02873,0.782189,Mid,2510,47.0,1,80,1963.29439,434.5338929753625
C02874,0.47668752,Mid,3000,39.0,0,0,1430.0625599999998,0.0
C02875,0.33911914,Low,800,40.6,0,0,271.29531199999997,0.0
C02876,0.93298715,Low,1760,56.0,0,0,1642.057384,0.0
C02877,0.67916536,High,10930,35.25,1,80,7423.277384800001,2877.0556592155617
C02878,0.23039404,High,10000,24.75,0,0,2303.9404,0.0
C02879,0.6812663,High,7110,28.666666666666668,1,80,4843.803393,1829.854221904305
C02880,0.94397795,High,6520,10.0,0,0,6154.736234,0.0
C02882,0.44686148,Mid,4620,35.6,0,0,2064.5000376,0.0
C02883,0.6631917,Low,1460,53.0,0,0,968.2598820000001,0.0
C02884,0.4494342,High,6180,47.8,0,0,2777.503356,0.0
C02885,0.36122364,Mid,2940,6.75,0,0,1061.9975016,0.0
C02886,0.4055711,Mid,4200,10.333333333333334,0,0,1703.3986200000002,0.0
C02887,0.8152936,Low,360,39.0,0,0,293.505696,0.0
C02889,0.88493335,Low,380,3.0,0,0,336.274673,0.0
C02890,0.16745506,High,7770,20.4,0,0,1301.1258162,0.0
C02892,0.60300285,High,8490,34.833333333333336,1,80,5119.4941965,2440.5307568150497
C02893,0.50915617,Mid,5190,22.666666666666668,0,0,2642.5205223000003,0.0
C02894,0.8257575,Mid,4300,37.0,1,80,3550.75725,673.3660251664061
C02895,0.5037765,Mid,4260,21.25,0,0,2146.08789,0.0
C02896,0.52630943,Mid,3830,34.333333333333336,1,40,2015.7651168999998,2287.122318026194
C02897,0.08438703,Mid,2550,38.333333333333336,0,0,215.1869265,0.0
C02898,0.5277687,Mid,5630,18.75,0,0,2971.3377809999997,0.0
C02899,0.39207134,High,10660,54.5,0,0,4179.4804844,0.0
C02900,0.37823448,High,9170,27.75,0,0,3468.4101815999998,0.0
C02902,0.38715842,High,9440,20.166666666666668,0,0,3654.7754848,0.0
C02903,0.37657246,Mid,5310,28.666666666666668,0,0,1999.5997626,0.0
C02904,0.79917395,Low,520,60.0,0,0,415.570454,0.0
C02905,0.96793646,Low,840,2.0,0,0,813.0666264,0.0
C02906,0.54523295,Mid,4970,19.0,0,0,2709.8077615,0.0
C02908,0.7071933,Mid,5700,19.5,1,80,4031.00181,1375.3804221001587
C02909,0.14509687,Low,890,32.42857142857143,0,0,129.13621429999998,0.0
C02910,0.7162406,Mid,2790,54.0,1,80,1998.311274,608.7995101543444
C02911,0.6399777,Mid,3690,53.0,1,40,2361.5177129999997,2025.4975963124998
C02912,0.47107533,Low,1810,42.333333333333336,0,0,852.6463473,0.0
C02913,0.5541795,Mid,3010,34.0,1,40,1668.0802950000002,1759.1609778926188
C02914,0.4338458,High,7950,12.0,0,0,3449.07411,0.0
C02915,0.25350177,Low,1170,23.0,0,0,296.5970709,0.0
C02916,0.39829054,Mid,5700,24.5,0,0,2270.2560780000003,0.0
C02917,0.84573346,Low,0,19.0,0,0,0.0,0.0
C02918,0.7863542,Low,0,52.0,0,0,0.0,0.0
C02919,0.67918617,Mid,2400,4.0,0,0,1630.046808,0.0
C02921,0.512347,Mid,6000,16.0,0,0,3074.082,0.0
C02922,0.29704475,High,14190,46.2,0,0,4215.0650025,0.0
C02923,0.6974333,Mid,3100,24.0,0,0,2162.04323,0.0
C02924,0.30865276,High,10000,32.833333333333336,0,0,3086.5276000000003,0.0
C02926,0.6387783,Low,1520,15.0,0,0,970.9430160000001,0.0
C02927,0.6288241,Low,60,50.0,0,0,37.729446,0.0
C02928,0.36138272,High,6490,44.5,0,0,2345.3738528,0.0
C02929,0.42686388,Low,1390,38.0,0,0,593.3407932,0.0
C02930,0.6165831,Mid,4150,36.66666666666666,1,40,2558.8198650000004,2352.7369507417966
C02931,0.8048612,Mid,2830,4.0,1,80,2277.757196,455.5985073985058
C02932,0.5578436,Mid,4840,31.0,1,40,2699.963024,2884.5148270623845
C02938,0.6214647,High,7890,21.5,1,80,4903.356483,2220.116896624187
C02940,0.25390637,Mid,1960,21.0,0,0,497.65648519999996,0.0
C02941,0.32085288,Mid,5170,24.75,0,0,1658.8093896,0.0
C02942,0.8348375,Low,760,38.0,0,0,634.4765,0.0
C02943,0.41273046,High,7730,23.5,0,0,3190.4064558,0.0
C02944,0.7310373,Mid,2010,44.0,1,80,1469.384973,394.0121870968839
C02945,0.8992163,Mid,2220,-5.0,0,0,1996.260186,0.0
C02946,0.7178686,Mid,4060,5.5,1,80,2914.546516,927.8563611552531
C02947,0.8637476,Low,1740,57.0,0,0,1502.9208239999998,0.0
C02948,0.4290605,High,6280,37.66666666666666,0,0,2694.49994,0.0
C02949,0.6394318,Low,1480,28.5,0,0,946.359064,0.0
C02950,0.4902159,High,9630,29.666666666666668,0,0,4720.779117,0.0
C02951,0.24844652,Low,1300,48.5,0,0,322.980476,0.0
C02953,0.6154753,Mid,4520,44.66666666666666,1,40,2781.948356,2574.3196425159836
C02954,0.64314,Mid,2640,34.666666666666664,1,40,1697.8896000000002,1414.77220664
C02955,0.8880715,Low,800,32.0,0,0,710.4572000000001,0.0
C02956,0.65795565,Low,1810,42.66666666666666,0,0,1190.8997265,0.0
C02957,0.44704196,Mid,4170,20.33333333333333,0,0,1864.1649732,0.0
C02958,0.30583128,Mid,5200,27.33333333333333,0,0,1590.3226559999998,0.0
C02959,0.5160777,High,6220,18.666666666666668,1,80,3210.0032939999996,1841.7402213000703
C02960,0.35590765,Mid,2800,23.0,0,0,996.54142,0.0
C02961,0.90626967,Mid,5160,9.0,0,0,4676.3514972,0.0
C02962,0.17214827,Mid,5840,30.8,0,0,1005.3458968,0.0
C02964,0.2073945,Mid,5000,17.0,0,0,1036.9725,0.0
C02965,0.23467167,Low,1630,61.5,0,0,382.5148221,0.0
C02967,0.6462711,Low,1260,53.0,0,0,814.3015859999999,0.0
C02969,0.83220464,Low,0,39.0,0,0,0.0,0.0
C02970,0.5833276,Mid,2350,63.0,1,40,1370.8198599999998,1327.9570025846601
C02971,0.34817895,Mid,3920,59.75,0,0,1364.861484,0.0
C02972,0.5129949,High,11100,38.5,1,80,5694.2433900000005,3366.4069644641118
C02973,0.8613326,Low,1430,53.0,0,0,1231.705618,0.0
C02974,0.6974389,Low,0,34.0,0,0,0.0,0.0
C02976,0.725469,Mid,2170,10.333333333333334,1,80,1574.26773,440.2316177307875
C02977,0.4907932,High,9600,15.428571428571429,0,0,4711.61472,0.0
C02978,0.83672607,Low,1620,69.0,0,0,1355.4962334,0.0
C02979,0.8170795,Mid,3420,2.5,1,80,2794.41189,538.9440251559313
C02980,0.405152,Mid,2210,54.0,0,0,895.38592,0.0
C02981,0.39293557,High,6830,22.0,0,0,2683.7499431,0.0
C02982,0.3295009,Low,1810,25.25,0,0,596.396629,0.0
C02983,0.700632,Mid,1960,54.0,1,80,1373.23872,413.87966141119995
C02984,0.8162515,Mid,4030,15.0,1,80,3289.4935450000003,655.5493808167905
C02986,0.33327094,High,10110,22.0,0,0,3369.3692034,0.0
C02987,0.25990355,Mid,2180,18.0,0,0,566.589739,0.0
C02988,0.82831734,Low,1150,40.0,0,0,952.564941,0.0
C02989,0.47304836,Mid,4620,33.8,0,0,2185.4834232,0.0
C02991,0.9471562,Low,860,0.0,0,0,814.554332,0.0
C02992,0.60021585,Mid,2210,16.0,0,0,1326.4770285,0.0
C02993,0.123015314,Mid,5370,44.0,0,0,660.59223618,0.0
C02994,0.46837664,Mid,5600,34.888888888888886,0,0,2622.909184,0.0
C02995,0.30289918,Mid,2290,20.666666666666668,0,0,693.6391222,0.0
C02996,0.4938583,High,6120,5.6,0,0,3022.4127959999996,0.0
C02997,0.9399926,Low,1500,-5.0,0,0,1409.9888999999998,0.0
C02998,0.58996046,Mid,3590,17.5,0,0,2117.9580514,0.0
C02999,0.47642905,Mid,5290,38.85714285714285,0,0,2520.3096745000003,0.0
C03000,0.88541615,Mid,3050,81.0,0,0,2700.5192575,0.0
C03001,0.70281404,Low,700,33.0,0,0,491.969828,0.0
C03002,0.77523696,Mid,1950,23.0,0,0,1511.712072,0.0
C03003,0.5593508,Mid,1880,11.0,0,0,1051.579504,0.0
C03004,0.47510102,Mid,2300,-5.0,0,0,1092.732346,0.0
C03005,0.7025329,Mid,1960,11.0,1,80,1376.964484,412.0020398230955
C03006,0.9634395,Mid,1900,2.0,0,0,1830.53505,0.0
C03007,0.6136621,Mid,2460,41.0,1,40,1509.608766,1358.0477011950786
C03008,0.74027264,Low,1180,4.0,0,0,873.5217152,0.0
C03009,0.33009085,Low,1840,22.6,0,0,607.367164,0.0
C03011,0.33242756,High,7920,47.0,0,0,2632.8262752,0.0
C03012,0.42348048,Low,0,15.0,0,0,0.0,0.0
C03013,0.5171988,Mid,2350,27.0,0,0,1215.41718,0.0
C03015,0.6200217,Mid,5980,45.6,1,40,3707.729766,3422.1421333601947
C03016,0.28758132,High,8430,25.666666666666668,0,0,2424.3105275999997,0.0
C03017,0.6357356,Mid,5880,29.0,0,0,3738.1253279999996,0.0
C03019,0.5869077,Mid,2190,37.5,1,40,1285.327863,1227.397607951887
C03020,0.8648793,Low,0,2.0,0,0,0.0,0.0
C03021,0.81645364,Low,170,61.0,0,0,138.7971188,0.0
C03023,0.9334013,Low,1600,3.0,0,0,1493.44208,0.0
C03024,0.59242404,High,11130,17.2,1,80,6593.6795652,3259.2815983984656
C03025,0.88395816,Mid,2400,55.0,0,0,2121.499584,0.0
C03026,0.4300669,High,12020,37.833333333333336,0,0,5169.404138,0.0
C03027,0.7969629,Low,400,-5.0,0,0,318.78516,0.0
C03028,0.32709506,High,7040,24.666666666666668,0,0,2302.7492224,0.0
C03029,0.4712339,High,9750,30.0,0,0,4594.530525,0.0
C03030,0.9492671,Low,1500,-2.0,0,0,1423.90065,0.0
C03031,0.46677667,High,7080,32.0,0,0,3304.7788236,0.0
C03032,0.6630018,Mid,2640,10.0,0,0,1750.324752,0.0
C03033,0.8569326,Low,270,23.0,0,0,231.371802,0.0
C03035,0.26206908,Mid,6000,45.0,0,0,1572.4144800000001,0.0
C03036,0.6747957,Mid,3610,24.75,0,0,2436.012477,0.0
C03037,0.17200193,Mid,3930,42.2,0,0,675.9675849,0.0
C03038,0.71519244,Low,1240,35.0,0,0,886.8386256,0.0
C03039,0.6086107,Mid,2390,47.0,1,40,1454.579573,1323.2672021769224
C03040,0.53476036,High,6510,33.0,1,80,3481.2899436000002,1924.5426001201054
C03041,0.14281735,High,9350,26.33333333333333,0,0,1335.3422225000002,0.0
C03042,0.3581343,Mid,4550,23.2,0,0,1629.5110650000001,0.0
C03044,0.2599219,Mid,2110,11.0,0,0,548.435209,0.0
C03045,0.34209844,Low,1090,25.0,0,0,372.8872996,0.0
C03046,0.51714414,Low,330,61.0,0,0,170.6575662,0.0
C03047,0.29234105,Low,1230,57.0,0,0,359.5794915,0.0
C03048,0.26358533,High,8440,31.4,0,0,2224.6601852,0.0
C03049,0.4021963,Mid,3710,11.75,0,0,1492.148273,0.0
C03051,0.71543735,Mid,2420,17.0,1,80,1731.358387,515.849913380557
C03052,0.48966342,Mid,2350,30.5,0,0,1150.709037,0.0
C03053,0.73457164,Low,1490,35.0,0,0,1094.5117436,0.0
C03054,0.46032593,High,10490,41.7,0,0,4828.8190057,0.0
C03055,0.54507554,High,8420,23.5,1,80,4589.5360468,2509.8652596762813
C03056,0.63944036,Mid,4250,24.0,0,0,2717.6215300000003,0.0
C03057,0.61161697,Mid,5110,41.5,1,40,3125.3627167000004,2934.594604402444
C03058,0.4862826,High,11730,31.166666666666668,0,0,5704.094898,0.0
C03059,0.86261374,Low,1310,52.0,0,0,1130.0239994,0.0
C03060,0.6015504,Mid,5740,45.0,1,40,3452.899296,3339.5158583287034
C03061,0.5507512,Low,550,41.0,0,0,302.91316,0.0
C03062,0.48939973,Mid,3110,35.0,0,0,1522.0331603,0.0
C03063,0.57838565,Mid,2860,37.5,1,40,1654.182959,1643.5681825996544
C03064,0.39979184,Low,210,72.0,0,0,83.9562864,0.0
C03066,0.6127736,Mid,2380,6.0,0,0,1458.401168,0.0
C03067,0.89489555,Low,1600,28.0,0,0,1431.83288,0.0
C03068,0.34917343,Mid,4870,31.33333333333333,0,0,1700.4746041,0.0
C03069,0.5111127,Mid,4250,33.25,1,40,2172.228975,2554.937896423794
C03070,0.31443065,High,10740,31.428571428571427,0,0,3376.9851809999996,0.0
C03071,0.22091568,High,6670,44.0,0,0,1473.5075856,0.0
C03073,0.32609427,High,10830,26.8,0,0,3531.6009441,0.0
C03074,0.56448543,Mid,3400,32.0,1,40,1919.2504619999997,1989.6538492005782
C03076,0.77727634,Mid,2560,11.5,1,80,1989.8274304000001,453.97706008385416
C03077,0.56118685,Mid,2190,21.0,0,0,1228.9992015,0.0
C03078,0.3555068,Mid,1970,22.25,0,0,700.348396,0.0
C03079,0.61478066,Low,1700,29.33333333333333,0,0,1045.1271219999999,0.0
C03080,0.7827285,Low,960,35.0,0,0,751.4193600000001,0.0
C03081,0.38756406,Mid,2680,40.5,0,0,1038.6716807999999,0.0
C03082,0.69522655,Mid,4100,70.0,1,40,2850.428855,2071.837590294749
C03083,0.5600768,Mid,3690,14.857142857142858,0,0,2066.6833920000004,0.0
C03084,0.47049996,Mid,2220,41.0,0,0,1044.5099112,0.0
C03085,0.6787034,Low,1380,42.0,0,0,936.610692,0.0
C03086,0.74704164,Low,570,19.0,0,0,425.81373479999996,0.0
C03088,0.3077074,Mid,3220,50.0,0,0,990.8178280000001,0.0
C03089,0.2923175,High,7860,32.8,0,0,2297.61555,0.0
C03091,0.8602449,Mid,2110,7.0,0,0,1815.116739,0.0
C03092,0.7163215,Mid,2500,17.0,1,80,1790.80375,535.0156519929686
C03094,0.7731438,Mid,2000,32.0,0,0,1546.2876,0.0
C03095,0.5202595,Mid,4830,23.75,0,0,2512.853385,0.0
C03096,0.82299924,Low,0,0.0,0,0,0.0,0.0
C03097,0.9238602,Low,1400,2.0,0,0,1293.40428,0.0
C03098,0.48133984,High,6530,45.333333333333336,0,0,3143.1491552,0.0
C03099,0.6099902,High,6060,32.333333333333336,1,80,3696.5406120000002,1702.108830972497
C03100,0.59524417,Low,1230,23.5,0,0,732.1503290999999,0.0
C03101,0.68573344,Low,1520,56.66666666666666,0,0,1042.3148288,0.0
C03102,0.60534334,Low,1300,42.0,0,0,786.946342,0.0
C03103,0.5935927,Low,1360,29.666666666666668,0,0,807.286072,0.0
C03104,0.713072,Mid,2390,23.666666666666668,1,80,1704.24208,511.24346441279994
C03105,0.65277773,Mid,5490,13.75,0,0,3583.7497376999995,0.0
C03106,0.34932703,Mid,5690,32.6,0,0,1987.6708007,0.0
C03107,0.22071983,High,6190,24.8,0,0,1366.2557477,0.0
C03108,0.7097731,Mid,3790,40.333333333333336,1,80,2690.040049,875.9024803713976
C03109,0.5629709,Mid,4000,33.1,1,40,2251.8836,2360.3466575319
C03110,0.93037343,Low,980,-1.0,0,0,911.7659613999999,0.0
C03111,0.6291946,Low,1600,46.333333333333336,0,0,1006.7113600000001,0.0
