customer_id,age,city,state,days_since_registration,total_orders,first_order_date,last_order_date,days_since_last_order,churn_flag,avg_delivery_delta,max_delivery_delta,pct_late_orders,avg_rating,min_rating,pct_cancelled_returned,total_clv,clv_tier
C00669,30,Pune,Maharashtra,233,3,2023-07-10 00:00:00,2023-12-09 00:00:00,388,1,24.0,46,100.0,3.3333333333333335,1.0,33.333333333333336,17370,High
C00670,27,Lucknow,Uttar Pradesh,150,5,2023-01-31 00:00:00,2024-11-13 00:00:00,48,0,39.375,69,100.0,3.857142857142857,2.0,0.0,8380,High
C00672,39,Ahmedabad,Gujarat,257,2,2024-04-02 00:00:00,2024-04-20 00:00:00,255,1,40.25,48,100.0,4.0,3.0,0.0,3740,Mid
C00673,24,Bengaluru,Karnataka,69,3,2023-02-07 00:00:00,2024-02-10 00:00:00,325,1,20.333333333333332,37,100.0,3.6666666666666665,1.0,33.333333333333336,3950,Mid
C00674,26,Jaipur,Rajasthan,529,4,2023-04-29 00:00:00,2024-03-12 00:00:00,294,1,31.75,54,100.0,4.0,3.0,25.0,3410,Mid
C00675,50,Mumbai,Maharashtra,135,1,2024-12-24 00:00:00,2024-12-24 00:00:00,7,0,31.0,31,100.0,,,0.0,0,Low
C00676,20,Jaipur,Rajasthan,464,2,2024-09-11 00:00:00,2024-10-08 00:00:00,84,0,19.5,44,50.0,4.0,4.0,0.0,4310,Mid
C00677,27,Pune,Maharashtra,329,2,2024-03-17 00:00:00,2024-05-01 00:00:00,244,1,32.5,37,100.0,5.0,5.0,0.0,2890,Mid
C00678,50,Jaipur,Rajasthan,638,3,2023-02-22 00:00:00,2024-11-13 00:00:00,48,0,64.0,78,100.0,3.6666666666666665,2.0,33.333333333333336,6570,High
C00680,29,Lucknow,Uttar Pradesh,151,1,2024-06-29 00:00:00,2024-06-29 00:00:00,185,1,87.0,87,100.0,4.5,4.0,0.0,5540,Mid
C00681,49,Hyderabad,Telangana,666,2,2023-01-26 00:00:00,2024-12-31 00:00:00,0,0,7.5,14,100.0,5.0,5.0,0.0,4170,Mid
C00684,54,Bengaluru,Karnataka,345,2,2023-03-05 00:00:00,2024-12-10 00:00:00,21,0,45.8,49,100.0,4.4,4.0,0.0,5880,Mid
C00685,22,Jaipur,Rajasthan,473,3,2023-01-08 00:00:00,2024-02-11 00:00:00,324,1,24.666666666666668,42,100.0,2.0,1.0,33.333333333333336,5900,Mid
C00686,40,Ahmedabad,Gujarat,237,2,2023-01-25 00:00:00,2023-10-01 00:00:00,457,1,49.25,53,100.0,3.0,2.0,150.0,1480,Low
C00687,46,Bengaluru,Karnataka,495,1,2024-10-20 00:00:00,2024-10-20 00:00:00,72,0,33.0,33,100.0,,,0.0,1660,Low
C00688,29,Bengaluru,Karnataka,360,2,2023-12-28 00:00:00,2024-09-06 00:00:00,116,1,46.5,48,100.0,3.75,3.0,100.0,3210,Mid
C00689,39,Delhi,Delhi,237,4,2023-03-20 00:00:00,2024-12-24 00:00:00,7,0,18.6,56,80.0,4.0,3.0,25.0,8000,High
C00690,59,Kolkata,West Bengal,708,5,2023-01-19 00:00:00,2024-11-17 00:00:00,44,0,28.25,53,100.0,4.333333333333333,2.0,40.0,5290,Mid
C00691,28,Bengaluru,Karnataka,86,3,2023-02-19 00:00:00,2024-10-22 00:00:00,70,0,23.5,57,100.0,5.0,5.0,0.0,5550,Mid
C00692,28,Chennai,Tamil Nadu,546,2,2023-07-15 00:00:00,2024-02-25 00:00:00,310,1,29.0,49,100.0,4.5,4.0,100.0,4240,Mid
C00694,48,Ahmedabad,Gujarat,556,2,2023-01-15 00:00:00,2024-08-01 00:00:00,152,1,11.333333333333334,15,100.0,3.3333333333333335,2.0,0.0,4100,Mid
C00695,55,Bengaluru,Karnataka,92,2,2023-03-05 00:00:00,2023-11-30 00:00:00,397,1,52.0,60,100.0,4.0,3.0,0.0,2830,Mid
C00696,39,Ahmedabad,Gujarat,120,1,2024-07-04 00:00:00,2024-07-04 00:00:00,180,1,66.0,66,100.0,5.0,5.0,0.0,3230,Mid
C00698,27,Lucknow,Uttar Pradesh,632,2,2023-02-19 00:00:00,2023-04-30 00:00:00,611,1,39.0,52,100.0,4.5,4.0,0.0,2250,Mid
C00699,52,Jaipur,Rajasthan,610,5,2023-07-28 00:00:00,2024-12-18 00:00:00,13,0,20.625,48,100.0,4.0,3.0,0.0,11710,High
C00703,23,Chennai,Tamil Nadu,118,1,2023-08-14 00:00:00,2023-08-14 00:00:00,505,1,27.0,27,100.0,,,0.0,500,Low
C00704,18,Lucknow,Uttar Pradesh,195,2,2023-02-10 00:00:00,2023-09-17 00:00:00,471,1,35.5,67,100.0,5.0,5.0,0.0,2620,Mid
C00705,31,Pune,Maharashtra,312,2,2023-02-05 00:00:00,2024-06-26 00:00:00,188,1,16.666666666666668,23,100.0,4.666666666666667,4.0,50.0,1780,Low
C00706,55,Chennai,Tamil Nadu,463,1,2024-11-19 00:00:00,2024-11-19 00:00:00,42,0,62.0,62,100.0,,,0.0,4250,Mid
C00707,35,Kolkata,West Bengal,522,2,2023-06-20 00:00:00,2024-07-01 00:00:00,183,1,28.0,34,100.0,3.0,3.0,0.0,3960,Mid
C00708,41,Jaipur,Rajasthan,162,5,2023-11-10 00:00:00,2024-12-19 00:00:00,12,0,22.571428571428573,70,71.42857142857143,3.6666666666666665,2.0,0.0,9330,High
C00709,43,Bengaluru,Karnataka,55,3,2023-07-31 00:00:00,2024-10-19 00:00:00,73,0,49.5,73,100.0,3.3333333333333335,2.0,0.0,2540,Mid
C00710,28,Delhi,Delhi,511,1,2023-04-12 00:00:00,2023-04-12 00:00:00,629,1,3.0,3,100.0,5.0,5.0,0.0,1500,Low
C00711,57,Mumbai,Maharashtra,566,1,2024-02-19 00:00:00,2024-02-19 00:00:00,316,1,54.0,54,100.0,3.0,3.0,0.0,1000,Low
C00712,48,Lucknow,Uttar Pradesh,285,1,2024-09-20 00:00:00,2024-09-20 00:00:00,102,1,3.0,3,100.0,,,0.0,1890,Mid
C00713,23,Lucknow,Uttar Pradesh,692,3,2023-07-20 00:00:00,2024-10-31 00:00:00,61,0,49.0,85,100.0,3.75,3.0,66.66666666666667,2940,Mid
C00714,56,Mumbai,Maharashtra,551,3,2023-01-19 00:00:00,2023-07-05 00:00:00,545,1,26.666666666666668,31,100.0,1.0,1.0,0.0,3700,Mid
C00715,60,Jaipur,Rajasthan,438,3,2024-01-16 00:00:00,2024-07-08 00:00:00,176,1,18.0,38,66.66666666666666,,,0.0,6260,High
C00716,32,Lucknow,Uttar Pradesh,557,1,2023-12-30 00:00:00,2023-12-30 00:00:00,367,1,40.0,40,100.0,,,0.0,3770,Mid
C00717,28,Delhi,Delhi,448,2,2024-04-20 00:00:00,2024-06-26 00:00:00,188,1,16.333333333333332,22,100.0,3.6666666666666665,1.0,0.0,3970,Mid
C00718,30,Jaipur,Rajasthan,715,2,2024-02-10 00:00:00,2024-03-11 00:00:00,295,1,32.5,34,100.0,1.5,1.0,0.0,1160,Low
C00719,53,Lucknow,Uttar Pradesh,374,5,2023-01-31 00:00:00,2024-12-27 00:00:00,4,0,16.714285714285715,64,85.71428571428571,3.75,3.0,0.0,10460,High
C00720,30,Ahmedabad,Gujarat,317,1,2023-12-24 00:00:00,2023-12-24 00:00:00,373,1,4.0,4,100.0,1.0,1.0,0.0,460,Low
C00721,50,Delhi,Delhi,158,2,2023-08-11 00:00:00,2024-04-21 00:00:00,254,1,17.0,17,100.0,3.0,2.0,0.0,5070,Mid
C00722,25,Jaipur,Rajasthan,467,1,2024-09-08 00:00:00,2024-09-08 00:00:00,114,1,42.0,42,100.0,3.4,1.0,0.0,2390,Mid
C00723,42,Lucknow,Uttar Pradesh,235,2,2023-06-04 00:00:00,2023-08-21 00:00:00,498,1,45.5,55,100.0,,,50.0,3830,Mid
C00724,55,Mumbai,Maharashtra,237,1,2023-03-19 00:00:00,2023-03-19 00:00:00,653,1,6.0,6,100.0,,,0.0,2860,Mid
C00725,32,Hyderabad,Telangana,407,2,2023-10-02 00:00:00,2024-12-17 00:00:00,14,0,25.0,77,33.33333333333333,4.0,4.0,100.0,6260,High
C00726,34,Hyderabad,Telangana,436,2,2023-01-22 00:00:00,2024-03-29 00:00:00,277,1,34.0,63,100.0,5.0,5.0,0.0,4460,Mid
C00727,29,Ahmedabad,Gujarat,409,2,2023-06-07 00:00:00,2024-09-07 00:00:00,115,1,37.5,63,100.0,4.0,4.0,0.0,2280,Mid
C00728,30,Ahmedabad,Gujarat,526,1,2024-11-04 00:00:00,2024-11-04 00:00:00,57,0,53.0,53,100.0,4.0,4.0,0.0,1770,Low
C00729,30,Hyderabad,Telangana,97,2,2023-06-23 00:00:00,2024-01-23 00:00:00,343,1,21.0,26,100.0,2.0,2.0,0.0,8670,High
C00731,41,Lucknow,Uttar Pradesh,408,1,2023-01-23 00:00:00,2023-01-23 00:00:00,708,1,30.0,30,100.0,,,0.0,750,Low
C00732,50,Chennai,Tamil Nadu,323,4,2023-03-04 00:00:00,2024-11-23 00:00:00,38,0,45.833333333333336,48,100.0,3.6,3.0,0.0,10550,High
C00733,45,Ahmedabad,Gujarat,177,1,2023-06-29 00:00:00,2023-06-29 00:00:00,551,1,14.0,14,100.0,,,0.0,1000,Low
C00734,29,Ahmedabad,Gujarat,607,3,2023-02-27 00:00:00,2024-01-04 00:00:00,362,1,41.666666666666664,62,100.0,5.0,5.0,0.0,6680,High
C00735,18,Hyderabad,Telangana,342,4,2023-06-07 00:00:00,2024-09-01 00:00:00,121,1,28.25,48,100.0,4.0,4.0,50.0,3800,Mid
C00736,34,Bengaluru,Karnataka,169,1,2023-12-11 00:00:00,2023-12-11 00:00:00,386,1,5.0,5,100.0,2.0,2.0,0.0,2100,Mid
C00737,57,Pune,Maharashtra,356,1,2024-05-18 00:00:00,2024-05-18 00:00:00,227,1,17.0,17,100.0,,,0.0,1770,Low
C00739,54,Hyderabad,Telangana,628,1,2023-09-03 00:00:00,2023-09-03 00:00:00,485,1,72.0,72,100.0,,,0.0,1560,Low
C00740,42,Hyderabad,Telangana,581,2,2024-03-25 00:00:00,2024-06-04 00:00:00,210,1,64.33333333333333,68,100.0,5.0,5.0,100.0,2880,Mid
C00741,49,Bengaluru,Karnataka,85,2,2024-02-05 00:00:00,2024-07-29 00:00:00,155,1,7.0,9,100.0,4.0,4.0,100.0,810,Low
C00742,37,Chennai,Tamil Nadu,155,1,2023-06-14 00:00:00,2023-06-14 00:00:00,566,1,31.0,31,100.0,5.0,5.0,0.0,0,Low
C00743,28,Mumbai,Maharashtra,510,2,2024-09-27 00:00:00,2024-11-09 00:00:00,52,0,49.0,84,100.0,3.5,3.0,0.0,3220,Mid
C00744,39,Chennai,Tamil Nadu,361,2,2023-11-01 00:00:00,2023-11-17 00:00:00,410,1,14.0,44,33.33333333333333,4.666666666666667,4.0,0.0,4460,Mid
C00745,34,Pune,Maharashtra,710,2,2023-05-02 00:00:00,2023-08-06 00:00:00,513,1,56.0,64,100.0,2.0,2.0,0.0,1210,Low
C00746,56,Hyderabad,Telangana,140,4,2023-07-03 00:00:00,2024-12-15 00:00:00,16,0,25.6,38,80.0,4.5,4.0,0.0,8470,High
C00747,36,Pune,Maharashtra,398,1,2023-04-05 00:00:00,2023-04-05 00:00:00,636,1,68.0,68,100.0,2.0,2.0,0.0,2240,Mid
C00748,42,Lucknow,Uttar Pradesh,437,1,2024-09-20 00:00:00,2024-09-20 00:00:00,102,1,35.0,35,100.0,4.5,4.0,0.0,2240,Mid
C00749,39,Kolkata,West Bengal,84,3,2023-09-14 00:00:00,2024-05-22 00:00:00,223,1,33.6,47,100.0,3.8,3.0,0.0,5800,Mid
C00750,22,Delhi,Delhi,565,2,2023-10-04 00:00:00,2024-04-02 00:00:00,273,1,38.5,59,100.0,5.0,5.0,0.0,1220,Low
C00751,36,Chennai,Tamil Nadu,111,1,2024-01-14 00:00:00,2024-01-14 00:00:00,352,1,21.0,21,100.0,3.5,1.0,0.0,5050,Mid
C00752,41,Lucknow,Uttar Pradesh,197,5,2023-05-30 00:00:00,2024-12-11 00:00:00,20,0,13.555555555555555,46,55.55555555555556,3.2857142857142856,1.0,40.0,4730,Mid
C00753,19,Bengaluru,Karnataka,490,2,2023-07-19 00:00:00,2024-12-16 00:00:00,15,0,19.666666666666668,21,100.0,4.5,4.0,50.0,4100,Mid
C00754,24,Delhi,Delhi,665,3,2023-03-19 00:00:00,2024-04-15 00:00:00,260,1,33.0,38,100.0,,,0.0,2640,Mid
C00755,43,Jaipur,Rajasthan,645,2,2023-10-02 00:00:00,2024-05-08 00:00:00,237,1,15.5,20,100.0,4.666666666666667,4.0,0.0,280,Low
C00756,42,Chennai,Tamil Nadu,496,1,2024-06-19 00:00:00,2024-06-19 00:00:00,195,1,9.0,9,100.0,,,0.0,1500,Low
C00758,38,Ahmedabad,Gujarat,252,3,2023-04-25 00:00:00,2023-09-20 00:00:00,468,1,22.5,40,100.0,4.5,4.0,33.333333333333336,5870,Mid
C00759,52,Bengaluru,Karnataka,125,3,2023-06-13 00:00:00,2024-03-23 00:00:00,283,1,15.8,27,100.0,3.75,2.0,133.33333333333334,5590,Mid
C00760,58,Jaipur,Rajasthan,413,1,2023-07-29 00:00:00,2023-07-29 00:00:00,521,1,5.0,5,100.0,3.6666666666666665,1.0,0.0,80,Low
C00761,23,Ahmedabad,Gujarat,415,1,2024-02-07 00:00:00,2024-02-07 00:00:00,328,1,62.0,62,100.0,3.5,3.0,0.0,1790,Low
C00762,18,Mumbai,Maharashtra,195,2,2023-02-10 00:00:00,2024-02-09 00:00:00,326,1,30.0,60,50.0,4.0,4.0,50.0,1120,Low
C00763,18,Ahmedabad,Gujarat,242,2,2023-08-29 00:00:00,2024-09-13 00:00:00,109,1,24.5,41,100.0,5.0,5.0,50.0,7200,High
C00764,56,Hyderabad,Telangana,723,2,2024-05-04 00:00:00,2024-08-02 00:00:00,151,1,35.0,37,100.0,3.0,1.0,0.0,4210,Mid
C00765,53,Kolkata,West Bengal,326,2,2023-04-20 00:00:00,2024-02-04 00:00:00,331,1,53.5,62,100.0,2.0,2.0,0.0,7470,High
C00766,32,Chennai,Tamil Nadu,649,3,2023-07-25 00:00:00,2023-10-13 00:00:00,445,1,34.5,49,100.0,3.75,3.0,100.0,2460,Mid
C00767,57,Chennai,Tamil Nadu,439,3,2023-11-14 00:00:00,2024-11-12 00:00:00,49,0,18.0,31,100.0,4.0,4.0,0.0,6510,High
C00768,22,Bengaluru,Karnataka,591,1,2023-04-28 00:00:00,2023-04-28 00:00:00,613,1,46.0,46,100.0,5.0,5.0,0.0,520,Low
C00769,35,Lucknow,Uttar Pradesh,227,3,2023-02-05 00:00:00,2023-12-23 00:00:00,374,1,14.333333333333334,20,100.0,,,0.0,2640,Mid
C00770,52,Mumbai,Maharashtra,540,1,2024-12-20 00:00:00,2024-12-20 00:00:00,11,0,31.0,31,100.0,,,0.0,340,Low
C00771,46,Mumbai,Maharashtra,492,6,2023-01-29 00:00:00,2024-12-29 00:00:00,2,0,28.0,43,88.88888888888889,4.333333333333333,3.0,16.666666666666668,8790,High
C00773,20,Pune,Maharashtra,648,4,2023-01-30 00:00:00,2024-09-02 00:00:00,120,1,23.2,54,100.0,4.333333333333333,4.0,25.0,6370,High
C00774,22,Jaipur,Rajasthan,249,3,2023-03-28 00:00:00,2023-08-08 00:00:00,511,1,46.4,65,100.0,3.75,1.0,66.66666666666667,2470,Mid
C00775,18,Delhi,Delhi,476,4,2023-12-18 00:00:00,2024-10-22 00:00:00,70,0,33.5,78,100.0,3.75,2.0,125.0,10960,High
C00776,20,Hyderabad,Telangana,259,3,2023-05-31 00:00:00,2024-04-11 00:00:00,264,1,35.0,61,100.0,3.2,2.0,0.0,3380,Mid
C00777,37,Pune,Maharashtra,568,2,2024-08-11 00:00:00,2024-12-01 00:00:00,30,0,58.5,81,100.0,,,50.0,1750,Low
C00778,48,Chennai,Tamil Nadu,527,2,2024-07-12 00:00:00,2024-10-17 00:00:00,75,0,59.333333333333336,81,100.0,2.6666666666666665,2.0,0.0,5150,Mid
C00779,33,Kolkata,West Bengal,398,3,2024-01-24 00:00:00,2024-10-21 00:00:00,71,0,24.2,48,100.0,4.5,4.0,0.0,4200,Mid
C00780,43,Hyderabad,Telangana,721,3,2023-06-04 00:00:00,2024-12-02 00:00:00,29,0,30.333333333333332,50,66.66666666666666,3.0,3.0,33.333333333333336,4430,Mid
C00782,57,Pune,Maharashtra,90,3,2024-06-03 00:00:00,2024-09-26 00:00:00,96,1,15.0,47,66.66666666666666,,,0.0,8810,High
C00783,52,Delhi,Delhi,602,2,2023-02-06 00:00:00,2024-01-10 00:00:00,356,1,27.0,29,100.0,2.5,1.0,0.0,2430,Mid
C00784,59,Pune,Maharashtra,281,3,2023-07-05 00:00:00,2024-03-24 00:00:00,282,1,25.4,39,80.0,4.5,4.0,33.333333333333336,1190,Low
C00786,49,Hyderabad,Telangana,150,1,2023-01-10 00:00:00,2023-01-10 00:00:00,721,1,29.0,29,100.0,5.0,5.0,100.0,3810,Mid
C00788,46,Chennai,Tamil Nadu,461,3,2023-05-06 00:00:00,2024-03-12 00:00:00,294,1,16.142857142857142,29,71.42857142857143,4.0,3.0,166.66666666666666,5860,Mid
C00791,49,Jaipur,Rajasthan,573,3,2023-07-09 00:00:00,2023-11-28 00:00:00,399,1,38.0,69,100.0,5.0,5.0,0.0,3870,Mid
C00792,38,Delhi,Delhi,632,1,2023-07-04 00:00:00,2023-07-04 00:00:00,546,1,41.0,41,100.0,,,0.0,2840,Mid
C00793,26,Bengaluru,Karnataka,698,1,2023-11-11 00:00:00,2023-11-11 00:00:00,416,1,6.0,6,100.0,,,0.0,460,Low
C00794,20,Lucknow,Uttar Pradesh,73,1,2024-12-05 00:00:00,2024-12-05 00:00:00,26,0,83.0,83,100.0,,,0.0,780,Low
C00795,55,Chennai,Tamil Nadu,680,1,2024-10-03 00:00:00,2024-10-03 00:00:00,89,0,21.0,21,100.0,4.0,3.0,0.0,470,Low
C00796,18,Hyderabad,Telangana,59,4,2023-08-18 00:00:00,2024-12-25 00:00:00,6,0,17.25,25,100.0,5.0,5.0,25.0,8850,High
C00797,21,Pune,Maharashtra,159,1,2024-09-02 00:00:00,2024-09-02 00:00:00,120,1,24.0,24,100.0,5.0,5.0,0.0,600,Low
C00799,51,Delhi,Delhi,627,5,2023-01-12 00:00:00,2024-10-25 00:00:00,67,0,14.875,62,75.0,3.5714285714285716,1.0,0.0,8520,High
C00800,51,Hyderabad,Telangana,147,1,2023-02-04 00:00:00,2023-02-04 00:00:00,696,1,0.0,0,0.0,2.0,2.0,100.0,1890,Mid
C00801,24,Lucknow,Uttar Pradesh,364,2,2024-06-02 00:00:00,2024-06-05 00:00:00,209,1,36.0,44,100.0,4.0,3.0,100.0,4810,Mid
C00802,29,Jaipur,Rajasthan,319,2,2023-11-08 00:00:00,2024-09-20 00:00:00,102,1,22.0,49,50.0,3.0,3.0,0.0,8700,High
C00803,56,Ahmedabad,Gujarat,370,3,2023-02-21 00:00:00,2024-10-10 00:00:00,82,0,34.333333333333336,44,100.0,5.0,5.0,0.0,4000,Mid
C00807,37,Mumbai,Maharashtra,423,1,2024-03-17 00:00:00,2024-03-17 00:00:00,289,1,53.0,53,100.0,3.0,3.0,0.0,3140,Mid
C00808,35,Jaipur,Rajasthan,207,4,2023-01-20 00:00:00,2023-08-14 00:00:00,505,1,29.0,46,100.0,4.5,4.0,25.0,8090,High
C00809,20,Ahmedabad,Gujarat,366,2,2023-06-08 00:00:00,2024-09-19 00:00:00,103,1,24.0,39,100.0,4.0,4.0,0.0,4080,Mid
C00810,55,Hyderabad,Telangana,492,1,2024-10-24 00:00:00,2024-10-24 00:00:00,68,0,23.0,23,100.0,,,0.0,930,Low
C00811,54,Hyderabad,Telangana,651,3,2023-03-18 00:00:00,2024-12-30 00:00:00,1,0,39.8,47,100.0,4.75,4.0,0.0,2200,Mid
C00813,21,Pune,Maharashtra,374,2,2023-05-09 00:00:00,2024-07-25 00:00:00,159,1,35.666666666666664,44,100.0,3.5,3.0,0.0,3270,Mid
C00814,32,Lucknow,Uttar Pradesh,719,1,2023-12-31 00:00:00,2023-12-31 00:00:00,366,1,53.0,53,100.0,5.0,5.0,0.0,180,Low
C00815,38,Jaipur,Rajasthan,152,1,2023-03-15 00:00:00,2023-03-15 00:00:00,657,1,65.0,65,100.0,,,0.0,780,Low
C00816,27,Mumbai,Maharashtra,41,2,2023-03-15 00:00:00,2024-06-21 00:00:00,193,1,54.0,57,100.0,5.0,5.0,0.0,1660,Low
C00817,23,Hyderabad,Telangana,288,3,2023-10-15 00:00:00,2024-07-22 00:00:00,162,1,27.666666666666668,46,100.0,,,0.0,7780,High
C00818,23,Ahmedabad,Gujarat,145,2,2023-08-10 00:00:00,2023-10-06 00:00:00,452,1,34.5,43,100.0,5.0,5.0,0.0,2810,Mid
C00820,49,Kolkata,West Bengal,63,2,2024-08-14 00:00:00,2024-10-21 00:00:00,71,0,27.5,60,50.0,4.0,4.0,0.0,680,Low
C00821,51,Hyderabad,Telangana,482,1,2023-02-04 00:00:00,2023-02-04 00:00:00,696,1,48.0,48,100.0,,,0.0,750,Low
C00822,54,Delhi,Delhi,615,2,2023-09-13 00:00:00,2024-12-20 00:00:00,11,0,7.5,20,50.0,,,50.0,4490,Mid
C00823,38,Pune,Maharashtra,122,1,2024-03-12 00:00:00,2024-03-12 00:00:00,294,1,-5.0,-5,0.0,,,0.0,4020,Mid
C00824,57,Ahmedabad,Gujarat,92,2,2023-08-04 00:00:00,2023-11-13 00:00:00,414,1,34.0,42,100.0,3.5,1.0,100.0,5340,Mid
C00825,32,Hyderabad,Telangana,29,6,2023-01-13 00:00:00,2024-02-25 00:00:00,310,1,31.1,65,100.0,3.5555555555555554,2.0,0.0,15940,High
C00826,21,Hyderabad,Telangana,95,5,2023-04-25 00:00:00,2024-09-18 00:00:00,104,1,35.63636363636363,63,100.0,3.3,2.0,20.0,6550,High
C00828,52,Hyderabad,Telangana,522,1,2024-01-10 00:00:00,2024-01-10 00:00:00,356,1,57.0,57,100.0,4.5,4.0,0.0,4180,Mid
C00829,57,Bengaluru,Karnataka,19,1,2024-12-15 00:00:00,2024-12-15 00:00:00,16,0,52.0,52,100.0,,,0.0,600,Low
C00830,51,Mumbai,Maharashtra,469,2,2024-08-27 00:00:00,2024-12-29 00:00:00,2,0,5.5,6,100.0,,,50.0,5660,Mid
C00832,35,Pune,Maharashtra,620,1,2023-06-29 00:00:00,2023-06-29 00:00:00,551,1,3.0,3,100.0,4.0,4.0,0.0,3780,Mid
C00833,42,Jaipur,Rajasthan,4,2,2024-01-23 00:00:00,2024-09-05 00:00:00,117,1,31.0,36,100.0,5.0,5.0,0.0,520,Low
C00834,52,Delhi,Delhi,540,2,2023-01-11 00:00:00,2024-01-04 00:00:00,362,1,5.5,16,50.0,,,0.0,1790,Low
C00835,19,Mumbai,Maharashtra,477,3,2023-04-07 00:00:00,2024-03-29 00:00:00,277,1,37.2,52,100.0,4.25,3.0,0.0,8090,High
C00836,28,Mumbai,Maharashtra,375,2,2023-09-15 00:00:00,2024-02-15 00:00:00,320,1,35.5,61,100.0,,,0.0,2690,Mid
C00837,50,Chennai,Tamil Nadu,667,2,2023-01-05 00:00:00,2024-02-20 00:00:00,315,1,58.0,66,100.0,4.0,3.0,0.0,4100,Mid
C00838,35,Hyderabad,Telangana,575,3,2023-04-09 00:00:00,2024-07-01 00:00:00,183,1,47.0,57,100.0,3.5,2.0,0.0,1010,Low
C00839,42,Jaipur,Rajasthan,36,1,2023-07-27 00:00:00,2023-07-27 00:00:00,523,1,18.0,18,100.0,5.0,5.0,100.0,1740,Low
C00840,27,Kolkata,West Bengal,411,3,2023-07-10 00:00:00,2024-03-01 00:00:00,305,1,14.666666666666666,19,100.0,3.0,3.0,0.0,1680,Low
C00841,31,Bengaluru,Karnataka,136,1,2024-01-04 00:00:00,2024-01-04 00:00:00,362,1,74.0,74,100.0,,,0.0,480,Low
C00842,51,Bengaluru,Karnataka,290,4,2023-06-08 00:00:00,2024-11-18 00:00:00,43,0,31.4,51,100.0,4.0,2.0,25.0,380,Low
C00843,53,Jaipur,Rajasthan,609,1,2023-09-10 00:00:00,2023-09-10 00:00:00,478,1,46.0,46,100.0,5.0,5.0,0.0,560,Low
C00844,38,Kolkata,West Bengal,309,2,2023-12-11 00:00:00,2024-06-18 00:00:00,196,1,28.5,43,100.0,3.0,3.0,0.0,3980,Mid
C00845,30,Delhi,Delhi,596,1,2024-03-28 00:00:00,2024-03-28 00:00:00,278,1,27.0,27,100.0,,,0.0,1030,Low
C00846,57,Hyderabad,Telangana,120,3,2024-01-12 00:00:00,2024-06-21 00:00:00,193,1,7.666666666666667,13,100.0,4.0,3.0,33.333333333333336,1030,Low
C00847,48,Bengaluru,Karnataka,216,1,2024-10-26 00:00:00,2024-10-26 00:00:00,66,0,9.0,9,100.0,4.0,4.0,0.0,810,Low
C00848,42,Ahmedabad,Gujarat,245,4,2023-05-30 00:00:00,2024-11-28 00:00:00,33,0,20.2,37,100.0,4.0,3.0,50.0,11840,High
C00849,44,Mumbai,Maharashtra,454,3,2023-03-23 00:00:00,2024-03-30 00:00:00,276,1,60.0,63,100.0,,,33.333333333333336,2600,Mid
C00850,22,Bengaluru,Karnataka,281,2,2023-09-18 00:00:00,2024-10-14 00:00:00,78,0,35.333333333333336,46,100.0,4.0,2.0,0.0,2800,Mid
C00852,43,Lucknow,Uttar Pradesh,145,1,2023-09-19 00:00:00,2023-09-19 00:00:00,469,1,10.0,10,100.0,,,100.0,2630,Mid
C00853,20,Jaipur,Rajasthan,619,2,2023-04-07 00:00:00,2024-10-30 00:00:00,62,0,39.0,50,100.0,3.5,3.0,50.0,1240,Low
C00854,33,Jaipur,Rajasthan,180,1,2024-04-18 00:00:00,2024-04-18 00:00:00,257,1,3.0,3,100.0,4.0,4.0,100.0,870,Low
C00855,58,Mumbai,Maharashtra,536,4,2023-01-08 00:00:00,2023-06-28 00:00:00,552,1,14.75,38,50.0,3.0,3.0,25.0,23790,High
C00856,36,Ahmedabad,Gujarat,560,4,2023-02-28 00:00:00,2024-01-25 00:00:00,341,1,40.2,55,100.0,3.75,2.0,0.0,7690,High
C00857,27,Ahmedabad,Gujarat,69,3,2023-10-16 00:00:00,2024-09-18 00:00:00,104,1,21.2,24,100.0,3.6,2.0,33.333333333333336,3000,Mid
C00858,55,Jaipur,Rajasthan,592,3,2023-02-27 00:00:00,2023-10-05 00:00:00,453,1,31.75,35,100.0,4.5,4.0,33.333333333333336,3090,Mid
C00859,29,Ahmedabad,Gujarat,126,1,2024-05-25 00:00:00,2024-05-25 00:00:00,220,1,62.0,62,100.0,4.0,4.0,0.0,100,Low
C00860,59,Bengaluru,Karnataka,604,3,2023-02-07 00:00:00,2024-08-26 00:00:00,127,1,33.5,44,100.0,4.0,3.0,66.66666666666667,5670,Mid
C00861,23,Jaipur,Rajasthan,6,1,2024-09-04 00:00:00,2024-09-04 00:00:00,118,1,52.0,52,100.0,,,0.0,1860,Mid
C00863,27,Bengaluru,Karnataka,1,3,2023-12-31 00:00:00,2024-08-08 00:00:00,145,1,13.8,18,100.0,3.25,2.0,0.0,4570,Mid
C00864,46,Chennai,Tamil Nadu,89,1,2024-11-26 00:00:00,2024-11-26 00:00:00,35,0,41.0,41,100.0,5.0,5.0,0.0,0,Low
C00865,18,Lucknow,Uttar Pradesh,471,3,2023-04-08 00:00:00,2023-10-20 00:00:00,438,1,37.666666666666664,62,66.66666666666666,2.0,2.0,0.0,3160,Mid
C00866,52,Mumbai,Maharashtra,108,2,2024-05-11 00:00:00,2024-10-11 00:00:00,81,0,46.666666666666664,53,100.0,4.333333333333333,3.0,0.0,2460,Mid
